Date,EGIE3,ITSA4,BBDC4,BBSE3
5/22/2019,42.150002,11.72,34.77,28.299999
5/23/2019,41.619999,11.68,34.599998,28.709999
5/24/2019,41.759998,11.55,34.259998,28.6
5/27/2019,41.919998,11.58,34.75,29.290001
5/28/2019,42.57,11.87,35.709999,29.73
5/29/2019,43,12.16,36.419998,29.389999
5/30/2019,44.209999,12.33,37.09,29.59
5/31/2019,46.32,12.39,37,29.84
6/3/2019,47.110001,12.42,36.880001,30.299999
6/4/2019,46.509998,12.45,37.049999,30.559999
6/5/2019,46.639999,12.15,36.48,30.790001
6/6/2019,46.080002,12.29,37.279999,31.25
6/7/2019,46.200001,12.4,37.290001,30.99
6/10/2019,45.09,12.21,36.849998,30.780001
6/11/2019,44.950001,12.24,37.02,31.15
6/12/2019,44,12.18,36.59,31.08
6/13/2019,44.389999,12.02,36.189999,30.98
6/14/2019,43.610001,11.98,36.130001,30.879999
6/17/2019,43.060001,11.97,36.040001,30.9
6/18/2019,43.68,12.2,36.349998,32.049999
6/19/2019,43.360001,12.38,36.799999,31.73
6/21/2019,43.189999,12.6,37.630001,32.200001
6/24/2019,42.939999,12.65,37.93,32.110001
6/25/2019,42.43,12.58,37.610001,31.75
6/26/2019,42.490002,12.98,38.080002,32.470001
6/27/2019,42.689999,12.94,37.900002,32.43
6/28/2019,43.470001,12.89,37.740002,32.380001
7/1/2019,43.5,12.92,37.630001,32.799999
7/2/2019,43.709999,12.78,37.73,32.599998
7/3/2019,44.060001,12.97,38.400002,32.77
7/4/2019,44.34,13.15,39.07,33.09
7/5/2019,44.549999,13.27,39.41,33.849998
7/8/2019,45.169998,13.28,39.23,33.509998
7/10/2019,46.16,13.34,39.049999,33.740002
7/11/2019,46.029999,13.2,38.720001,33.169998
7/12/2019,46.5,13,38,33.419998
7/15/2019,45.990002,12.95,37.84,33.369999
7/16/2019,46.400002,12.89,37.849998,33.389999
7/17/2019,46.700001,12.93,37.650002,33.810001
7/18/2019,46.740002,13.21,38.470001,33.599998
7/19/2019,46.900002,13.05,37.599998,32.700001
7/22/2019,47.049999,13.25,38.119999,33.119999
7/23/2019,46.599998,13.32,38.25,32.869999
7/24/2019,46.950001,13.3,38.970001,32.529999
7/25/2019,46.73,12.9,36.700001,32.490002
7/26/2019,47.810001,13.01,36.23,32.599998
7/29/2019,48.529999,12.99,36.150002,32.610001
7/30/2019,48.849998,12.78,35.400002,32.52
7/31/2019,48.27,12.47,34.5,32.450001
8/1/2019,48.099998,12.55,34.200001,32.18
8/2/2019,48.330002,12.46,34.279999,32.400002
8/5/2019,47.400002,12.26,33.66,31.59
8/6/2019,48.5,12.66,34.169998,32.360001
8/7/2019,47.400002,12.99,34.889999,33.02
8/8/2019,47.5,13.12,35.060001,34.439999
8/9/2019,47.860001,13.06,34.48,35.450001
8/12/2019,47.200001,12.6,33.759998,33.700001
8/13/2019,47.900002,12.92,34.099998,34.07
8/14/2019,46.169998,12.75,33.43,33.34
8/15/2019,45.349998,12.8,33.200001,33.099998
8/16/2019,45.150002,12.51,33.27,33.240002
8/19/2019,45.150002,12.29,32.790001,33.150002
8/20/2019,44.310001,12.1,32.470001,33.080002
8/21/2019,44.57,12.25,33.110001,33.290001
8/22/2019,44.009998,12.05,32.68,32.599998
8/23/2019,43.73,11.88,31.969999,32.189999
8/26/2019,43.029999,11.83,31.639999,31.879999
8/27/2019,42.970001,12.02,32.040001,32.099998
8/28/2019,43.450001,12.2,31.85,32.509998
8/29/2019,44.02,12.26,32.450001,32.880001
8/30/2019,44.98,12.29,32.950001,32.669998
9/2/2019,44.25,12.14,32.610001,32.650002
9/3/2019,43.939999,11.95,32.060001,32.220001
9/4/2019,44.220001,12.14,32.459999,32.619999
9/5/2019,44.689999,12.58,33.209999,32.82
9/6/2019,44,12.95,34.599998,32.73
9/9/2019,43.75,13.11,35.040001,32.43
9/10/2019,43.610001,12.98,34.419998,32.720001
9/11/2019,44.369999,12.94,34.27,33.490002
9/12/2019,44.669998,13.11,33.900002,33.889999
9/13/2019,44.02,13.16,33.459999,33.639999
9/16/2019,44.419998,13.12,33.02,33.43
9/17/2019,43.900002,13.18,33.900002,33.720001
9/18/2019,43.970001,13.2,34,33.950001
9/19/2019,45.169998,13.08,33.59,34.369999
9/20/2019,44.889999,13.24,34.18,34.650002
9/23/2019,44.66,13.1,34.25,34.529999
9/24/2019,44.709999,13.06,33.810001,34.48
9/25/2019,44.009998,13.14,34.029999,34.779999
9/26/2019,43.900002,13.42,34.52,35.5
9/27/2019,43.950001,13.39,34.5,35.66
9/30/2019,44.389999,13.18,33.919998,35.029999
10/1/2019,44.439999,12.95,33.459999,34.41
10/2/2019,43.610001,12.65,32.150002,33.599998
10/3/2019,43.970001,12.5,32.240002,33.43
10/4/2019,44.009998,12.51,32.57,33.48
10/7/2019,42.93,12.18,32.360001,32.5
10/8/2019,42.669998,12.14,32.330002,32.240002
10/9/2019,42.48,12.33,33.25,32.799999
10/10/2019,42.200001,12.43,33.630001,33.049999
10/11/2019,43.110001,12.7,34.009998,34.259998
10/14/2019,43.82,12.91,34.490002,34.259998
10/15/2019,43.220001,12.93,34.77,34.41
10/16/2019,43.310001,13.17,35.599998,34.889999
10/17/2019,43.57,13.15,35,35.07
10/18/2019,43.759998,13.07,33.790001,34.459999
10/21/2019,44.139999,13.26,34.029999,34.799999
10/22/2019,43.950001,13.56,35,35.349998
10/23/2019,43.740002,13.66,35.299999,35.540001
10/24/2019,43.810001,13.65,35.259998,35.650002
10/25/2019,43.529999,13.79,35.720001,35.189999
10/28/2019,44.220001,13.91,37.009998,34.779999
10/29/2019,44.689999,13.78,36.5,34.18
10/30/2019,45.310001,13.95,36.669998,34
10/31/2019,45.259998,13.71,35.169998,33.970001
11/1/2019,45.98,13.76,34.869999,34.32
11/4/2019,46.009998,13.9,34.889999,33.619999
11/5/2019,45.970001,14.07,35.360001,34.450001
11/6/2019,46.02,13.96,35.169998,35.369999
11/7/2019,46.25,13.94,35.259998,35.459999
11/8/2019,45.200001,13.76,34.240002,34.689999
11/11/2019,45.07,13.89,34.16,34.580002
11/12/2019,44.57,13.73,33.84,34.16
11/13/2019,44.43,13.5,33.490002,34.209999
11/14/2019,44.32,13.63,33.349998,34.400002
11/18/2019,44.75,13.6,33.130001,33.900002
11/19/2019,44.700001,13.42,33.07,34.029999
11/21/2019,44.720001,13.51,33.259998,35.150002
11/22/2019,45.360001,13.71,33.810001,35.200001
11/25/2019,45.349998,13.38,33.639999,34.610001
11/26/2019,44.84,13.06,32.919998,33.889999
11/27/2019,45.459999,13.22,33.470001,33.950001
11/28/2019,46.360001,13.25,33.209999,34.470001
11/29/2019,46.77,13.27,33.369999,34.450001
12/2/2019,46.849998,13.36,33.59,34.52
12/3/2019,45.98,13.33,33.689999,35.860001
12/4/2019,46.93,13.65,34.560001,36.110001
12/5/2019,47.639999,13.59,34.700001,36.700001
12/6/2019,47.650002,13.46,34.310001,36.720001
12/9/2019,47.5,13.68,34.599998,36.619999
12/10/2019,47.27,13.66,34.48,36.189999
12/11/2019,47.75,13.62,34.279999,36.349998
12/12/2019,47.830002,13.6,34.740002,36.5
12/13/2019,47.990002,13.7,34.799999,37.349998
12/16/2019,47.509998,13.57,34.189999,36.82
12/17/2019,47.299999,13.83,34.82,37.549999
12/18/2019,49.68,13.97,35.790001,38.029999
12/19/2019,48.75,13.98,36.450001,38.299999
12/20/2019,48.52,13.85,35.689999,37.740002
12/23/2019,49.849998,13.95,35.91,37.950001
12/26/2019,51.119999,14.19,36.360001,37.759998
12/27/2019,50.810001,14.13,36.220001,37.84
12/30/2019,50.799999,14.09,36.169998,37.700001
1/2/2020,52,14.35,37.509998,37.970001
